"lvl_def_id","nb_success","nb_attempts","nb_people_there_atm","nb_churners","nb_users_been_there","nb_couldvechurned","avg_regular_torpedoes_used","avg_regular_torpedoes_left","avg_triple_torpedoes_used","avg_homing_torpedoes_used","game_length","lvl","APS","churn_rate","avg_time_spend","fun","AirCarrier","AirCarrier2","Attacker","Battleship","Battleship2","Bulker","Bulker2","Bulker3_planes","Destroyer","Destroyer2","Destroyer3","Destroyer3_ram","Destroyer3_shootBack","Hospital","Iceberg","Mountain","Mountain2","Mountain3","Mountain4","Mountain5","Plane1","Plane2","Plane2_shootBack","SmallTorpedoBoat","Submarine","SubmarineDive","Tanker","Tanker2","Transport","Transport2","Triton","TritonDive","NightVision","Underwater","ArcticSnow","LightRain","LightSnow","Regular","StormRain"
"Level_126",7918,22414,1383,558,8842,5871,5.9,1.1,0.23,0.55,1965108688,41,2.83076534478404,0.0950434338272867,222.247080750961,0.93584365470552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Level_97",9041,14052,684,281,9113,5990,5,2.5,0.24,0.28,1470336083,42,1.55425284813627,0.0469115191986644,161.34490102052,0.173941173800319,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_6",14837,15322,1104,644,14038,9657,5,6.8,0.05,0.14,817141516,43,1.03268854889803,0.0666873770322046,58.2092545946716,1.29650164717663,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Level_90076",11793,13969,693,324,10376,6994,8.2,3.2,0.27,0.28,1537377153,44,1.18451623844654,0.0463254217901058,148.166649286816,-0.0291657884593913,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Level_20088",8722,11859,531,220,8732,5755,5.9,1.7,0.23,0.32,898880067,45,1.35966521440037,0.0382276281494353,102.940914681631,1.81802753856907,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Level_78",8906,11307,456,206,8724,5748,6.2,2.2,0.2,0.23,985077526,46,1.26959353245003,0.0358385525400139,112.915809949564,0.997363394405454,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_79",8675,9241,289,121,8447,5532,1.9,2.2,0.05,0.12,373527030,47,1.06524495677233,0.0218727404193782,44.2200816858056,2.46017839972726,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_114",11775,12212,524,233,10077,6816,4.1,4.9,0.17,0.12,840108631,48,1.03711252653928,0.0341842723004695,83.368922397539,-0.248179789749336,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Level_7",14939,17219,916,510,13297,9129,4.2,4.2,0.08,0.11,971226684,49,1.15262065733985,0.0558659217877095,73.0410381289013,0.807957180610814,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Level_76",8246,9671,471,203,8228,5399,7.5,2.8,0.29,0.25,987845654,50,1.17281105990783,0.0375995554732358,120.059024550316,0.150232783180958,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Level_67",7729,8368,353,159,7683,5034,5.3,3.8,0.15,0.2,531876005,51,1.08267563721051,0.031585220500596,69.2276461017832,0.892925594730269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Level_20085",8047,12943,670,279,8132,5404,9.7,3,0.43,0.51,1337886080,52,1.6084255001864,0.0516284233900814,164.52116084604,1.24855739091144,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_48",7941,9105,403,171,7769,5142,7.7,3.5,0.21,0.2,1078001681,53,1.14658103513411,0.0332555425904317,138.75681310336,0.564514932251974,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"Level_120",7836,11897,492,215,7771,5155,4.2,1.6,0.18,0.19,1025624909,54,1.51824910668709,0.0417070805043647,131.98107180543,0.188588791517059,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Level_98",7827,9947,370,144,7661,5076,6.7,2.8,0.25,0.3,845305712,55,1.27085728887185,0.0283687943262411,110.338821563765,1.90209564459464,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Level_103",10671,11309,494,233,9284,6302,4.5,2.6,0.1,0.1,727656484,56,1.05978821103927,0.03697238971755,78.3774756570444,0.0896410767675553,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Level_53",7066,21811,1310,543,8056,5343,8,3,0.32,0.45,1958902268,57,3.08675346730824,0.101628298708591,243.160658887786,1.18674929787118,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_20083",7269,8994,398,163,7160,4698,9.6,3,0.36,0.31,831931816,58,1.23730912092447,0.0346956151553853,116.191594413408,1.11235943074029,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"Level_77",7351,8203,364,166,7186,4749,8.4,3.9,0.24,0.18,852169886,59,1.11590259828595,0.0349547273110128,118.587515446702,0.54209578086296,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_116",10424,10912,489,260,8974,6157,4.9,7.2,0.19,0.13,1011571301,60,1.04681504221028,0.0422283579665421,112.722453866726,-0.401772052643942,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_50",7364,9297,310,125,7179,4741,3.3,1.2,0.09,0.14,476730501,61,1.26249321021184,0.0263657456232862,66.4062544922691,1.80505485163119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_109",10383,10837,469,229,8769,5983,4,8.1,0.08,0.16,634588532,62,1.043725320235,0.0382751128196557,72.3672633139469,0.911974465127723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
"Level_96",7257,8066,338,157,7111,4672,8.1,4.1,0.21,0.16,971680872,63,1.11147857241284,0.0336044520547945,136.644757699339,0.438671068609527,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Level_90074",10005,10915,448,203,8688,5915,6.7,2.5,0.17,0.13,828866200,64,1.09095452273863,0.0343195266272189,95.4035681399632,0.142153577523765,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Level_5",16164,16734,1028,624,15074,10550,2.8,3.4,0.02,0.03,676685661,65,1.03526354862658,0.0591469194312796,44.8909155499536,0.725781408251747,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_12",10757,11041,369,194,9610,6535,1.1,2.5,0.01,0.07,313095938,66,1.02640141303337,0.0296863045141546,32.5802224765869,1.50093006658872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"Level_90086",6771,16228,820,364,7248,4767,7,8.2,0.19,0.26,1183708830,67,2.39669177374095,0.0763582966226138,163.315235927152,1.3044698203307,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_54",6474,12013,744,323,6865,4482,9.4,3.1,0.4,0.56,1203314905,68,1.85557615075687,0.07206604194556,175.282579024035,1.50749591316073,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_108",9852,10402,427,199,8395,5599,2.8,3.3,0.06,0.12,534620767,69,1.05582622817702,0.0355420610823361,63.6832360929124,1.32915863188156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_68",7206,7952,326,138,6902,4475,5.7,3.5,0.14,0.17,593148522,70,1.10352484041077,0.0308379888268156,85.9386441611127,1.00096613402091,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"Level_111",9785,10234,406,184,8304,5591,5.7,4.3,0.13,0.1,706450937,71,1.04588656106285,0.0329100339831873,85.073571411368,1.10757490644636,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_72",6660,7718,364,151,6578,4254,6.2,3.1,0.2,0.25,688935153,72,1.15885885885886,0.035496003761166,104.733224840377,1.51077291555926,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_124",9829,10480,402,185,8331,5605,2.4,2.7,0.05,0.11,472415835,73,1.06623257706786,0.0330062444246209,56.705777817789,0.92473768459322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"Level_113",9777,10047,371,186,8259,5531,2.6,4.4,0.09,0.07,488793461,74,1.02761583307763,0.0336286385825348,59.1831288291561,0.685908502784359,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_61",7006,7241,218,96,6612,4269,1.9,3.2,0.14,0.04,332946356,75,1.03354267770482,0.022487702037948,50.3548632788869,-0.631857706210841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_49",6455,9137,436,164,6480,4163,8.1,5.2,0.29,0.4,1192913538,76,1.41549186676995,0.0393946673072304,184.09159537037,1.58618376803822,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_8",10865,11100,362,169,8804,5956,0.9,2.1,0.03,0.02,307581568,77,1.02162908421537,0.0283747481531229,34.9365706497047,1.04712231061817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_115",9710,10040,424,202,8091,5400,3.5,6.6,0.17,0.11,761932756,78,1.03398558187436,0.0374074074074074,94.1704061302682,-0.025547755269379,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_112",9581,10282,471,227,7961,5366,7.3,5.8,0.21,0.16,1065998090,79,1.07316564032982,0.0423033917256802,133.902536113554,0.646803693963151,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Level_90088",9400,12919,528,251,8179,5539,5.9,1.7,0.22,0.3,974068133,80,1.37436170212766,0.0453150388156707,119.09379300648,1.39796630551961,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"Level_118",6548,12809,614,244,6665,4377,5.1,4.1,0.15,0.22,898343169,81,1.95616982284667,0.0557459447109893,134.785171642911,1.11111006339267,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Level_75",6077,6807,293,127,6008,3857,6.6,3.6,0.33,0.27,596322438,82,1.12012506170808,0.0329271454498315,99.254733355526,0.703396316176909,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
